date,score,baseline,alert_triggered
2026-05-06,0.9249671415301124,0.9249671415301124,False
2026-05-07,0.9186173569882882,0.9217922492592003,False
2026-05-08,0.9264768853810069,0.9233537946331358,False
2026-05-09,0.9352302985640802,0.926322920615872,False
2026-05-10,0.9176584662527667,0.924590029743251,False
2026-05-11,0.9176586304305082,0.9234347965244605,False
2026-05-12,0.935792128155074,0.925200129614548,False
2026-05-13,0.9276743472915291,0.9255868732947504,False
2026-05-14,0.9153052561406505,0.9251137160308023,False
2026-05-15,0.9254256004358596,0.9249635324672097,False
2026-05-16,0.9153658230718754,0.9221257502540378,False
2026-05-17,0.9153427024642975,0.9217949268556849,False
2026-05-18,0.9224196227156604,0.9224750686107066,False
2026-05-19,0.900867197553422,0.9174857928104707,False
2026-05-20,0.9027508216748698,0.9139252891509478,False
2026-05-21,0.9143771247075904,0.913792698946225,False
2026-05-22,0.9098716887966558,0.9115707115691959,False
2026-05-23,0.9231424733259528,0.9126816616054926,False
2026-05-24,0.910919759244788,0.9120498125741341,False
2026-05-25,0.6776308889599413,0.8770799934661743,True
2026-05-26,0.7639694630676466,0.8575231742539206,False
2026-05-27,0.7132267109854039,0.8304483012982827,False
2026-05-28,0.7220258461406377,0.8029695472172894,False
2026-05-29,0.6772575544135963,0.7697389565911381,False
2026-05-30,0.7036685182642445,0.7383855344394654,False
2026-05-31,0.7233276776912959,0.7115866656461094,False
2026-06-01,0.6854701926773309,0.7127065661771652,False
2026-06-02,0.7312709405503701,0.7080353486746971,False
2026-06-03,0.7019808393024358,0.7064287955771301,False
2026-06-04,0.7112491875062017,0.704889272915068,False
